269	3
270	3
271	4
272	3
273	1
274	2
275	3
276	2
277	2
278	4
279	6
280	5
281	2
282	5
283	4
284	6
285	1
286	2
287	1
288	6
289	4
290	2
291	5
292	3
293	5
294	2
295	5
296	4
297	3
298	6
299	5
300	4
301	4
302	2
303	4
304	6
305	4
306	4
307	6
308	3
309	3
310	4
311	1
312	4
313	7
314	4
315	10
316	9
317	7
318	5
319	3
320	8
321	2
322	7
323	6
324	6
325	4
326	4
327	2
328	6
329	5
330	6
332	6
333	7
334	6
335	4
336	6
337	5
338	2
339	1
340	4
341	3
342	5
343	5
344	7
345	4
346	7
347	2
348	1
349	7
350	9
351	7
352	2
353	4
354	2
355	2
356	3
357	4
358	1
359	7
360	5
361	1
362	6
363	4
364	3
365	8
366	10
367	3
368	3
369	7
370	5
371	4
372	2
373	8
374	4
375	4
376	4
377	4
378	5
379	9
380	2
381	3
382	4
383	4
384	2
385	4
386	3
387	4
388	3
389	4
390	5
391	3
392	3
393	2
394	4
395	2
396	4
397	2
398	1
399	5
400	6
401	5
402	4
403	7
404	4
406	4
407	7
408	1
409	2
411	8
412	8
413	8
414	4
415	3
416	7
417	2
418	3
419	2
420	6
421	2
422	4
423	2
424	3
425	3
426	5
427	4
428	4
429	4
430	2
431	3
432	7
433	1
434	2
435	3
436	6
437	5
438	6
439	4
440	3
441	2
442	4
443	1
444	4
445	3
447	3
448	7
449	4
450	3
451	5
452	4
453	6
454	4
455	7
457	2
458	1
459	2
460	4
461	5
462	5
463	5
464	6
465	7
466	6
467	2
468	4
469	5
470	5
471	5
472	10
473	2
474	3
475	2
476	3
477	9
478	3
479	6
480	4
481	2
482	5
484	7
485	3
486	4
487	3
488	3
489	3
490	1
491	6
492	5
493	5
494	8
495	3
496	5
497	3
498	5
499	6
500	3
501	6
502	4
503	5
504	2
505	4
506	6
507	5
508	1
509	3
510	5
511	3
512	4
513	8
514	1
515	6
516	1
517	1
518	3
519	5
520	2
521	4
522	5
523	7
524	6
525	6
526	7
528	1
529	4
530	2
531	3
532	5
533	5
534	7
535	5
536	6
537	6
538	2
539	7
540	3
541	5
542	4
543	3
544	2
545	4
546	5
547	5
548	4
549	8
550	4
551	4
552	3
553	3
554	2
555	2
556	4
557	8
558	3
559	3
560	6
561	6
562	5
563	2
564	5
565	7
566	7
568	2
569	1
570	1
571	6
572	5
573	4
574	3
575	4
576	3
577	1
578	2
579	3
580	7
581	4
582	4
583	4
584	8
585	2
586	6
587	3
588	5
589	6
590	4
591	4
592	1
593	4
594	3
595	2
596	3
597	4
598	3
599	8
600	5
601	6
602	3
603	1
604	4
605	3
606	3
607	2
608	5
609	1
610	1
611	5
612	4
613	3
614	2
615	5
616	6
617	4
618	1
619	5
620	3
621	6
622	4
623	4
624	8
625	6
626	3
627	2
628	1
629	7
630	3
631	6
632	5
633	8
634	4
635	2
636	3
637	4
638	4
639	4
640	7
641	6
642	4
643	3
644	4
645	6
646	2
647	2
648	2
649	4
650	6
652	2
653	6
654	2
655	4
656	4
657	4
658	5
659	1
660	5
661	5
662	6
663	6
664	6
665	6
666	3
667	10
668	7
669	2
670	5
671	3
672	4
673	4
674	5
675	1
676	6
677	5
678	6
679	1
680	6
681	3
682	3
683	7
684	3
685	3
686	4
687	3
688	6
689	2
690	3
691	3
692	8
693	4
694	3
695	1
696	2
697	2
698	2
699	6
700	5
701	4
702	4
703	7
704	9
705	6
706	7
707	6
708	4
709	6
710	5
711	4
712	5
713	5
714	2
715	6
716	7
717	2
718	3
719	11
720	5
721	1
722	4
723	3
724	3
725	7
726	9
727	3
728	7
729	4
730	5
731	6
732	4
733	1
734	4
735	3
736	5
737	4
738	2
740	4
741	5
742	3
743	5
744	3
745	3
746	6
747	4
748	1
749	3
750	4
751	3
752	9
753	3
754	4
755	2
756	1
757	5
758	9
759	2
760	4
761	3
762	8
763	2
764	3
765	3
766	2
767	3
768	4
769	5
770	7
771	4
772	3
773	2
774	5
775	6
776	3
777	3
778	1
779	8
780	1
781	5
782	2
783	2
784	7
785	6
786	1
787	5
788	6
789	6
790	3
791	5
792	2
793	14
794	5
795	2
796	7
797	12
798	11
799	2
800	3
801	3
802	9
803	5
804	3
805	3
806	6
807	4
808	3
809	1
810	9
811	3
812	6
813	4
814	3
815	6
816	4
817	1
818	5
819	3
820	4
821	5
822	4
823	3
824	2
825	8
826	5
827	4
828	2
829	4
830	5
831	2
832	3
833	1
834	2
835	7
836	4
837	5
838	4
839	5
840	4
841	1
842	4
843	5
844	4
845	6
846	2
847	2
848	3
849	5
850	12
851	5
852	3
853	4
854	3
855	4
856	7
857	6
858	2
859	8
860	1
861	4
862	3
863	2
864	6
865	5
866	4
868	9
869	4
870	7
871	1
872	4
873	6
874	2
875	4
876	1
877	2
878	2
879	3
880	1
881	1
882	2
883	5
884	7
885	6
887	1
888	4
889	4
890	5
891	3
892	6
893	4
894	5
895	5
896	3
897	6
898	4
899	6
900	5
901	10
902	9
903	7
904	4
905	5
906	2
907	4
908	6
909	5
910	3
911	2
912	3
913	3
914	4
915	5
916	4
917	3
918	1
919	2
920	2
921	2
922	4
923	3
924	4
925	4
926	2
927	3
928	2
929	6
930	3
931	5
932	5
933	5
934	7
935	5
936	3
937	2
938	2
939	4
940	1
941	4
942	6
943	7
944	6
945	4
946	3
947	2
948	6
949	4
950	6
951	4
952	6
953	5
954	3
955	7
956	2
957	3
958	3
959	4
960	4
961	4
962	3
963	3
964	4
965	4
966	3
967	2
968	2
969	1
970	4
971	3
972	3
973	3
974	2
975	5
977	4
978	3
979	4
980	6
981	4
982	5
983	5
984	4
985	6
986	4
987	3
988	4
989	7
990	7
991	3
992	5
993	7
994	4
995	3
996	4
997	2
998	2
999	2
